2019_05_13_22_46_37,,杨开智,混合,,,,,
L_Thign,L_calf,L_Foot,R_Thign,R_calf,R_Foot,Pelvis_x,Pelvis_y,Pelvis_z
-23.26,33.87,-16.63,-8.29,51.41,-5.97,1.198172,-4.498436,-0.3473206
-23.26,33.87,-16.63,-8.29,51.41,-5.97,1.198172,-4.498436,-0.3473206
-20.65,33.86,-18.6,-13.45,57.27,-10.04,1.146889,-4.430153,-0.5057373
-20.65,33.86,-18.6,-13.45,57.27,-10.04,1.106028,-4.260902,-0.7399445
-20.65,33.86,-18.6,-13.45,57.27,-10.04,1.106028,-4.260902,-0.7399445
-18.23,32.35,-18.35,-15.49,58.57,-16.77,1.110794,-4.047325,-1.209267
-18.23,32.35,-18.35,-15.49,58.57,-16.77,1.134604,-3.979912,-1.368469
-13.6,30.29,-20.41,-17.55,52.41,-17.17,1.233776,-3.952148,-1.750359
-13.6,30.29,-20.41,-17.55,52.41,-17.17,1.233776,-3.952148,-1.750359
-10.83,27.67,-20.13,-20.76,55.63,-23.37,1.304829,-4.083885,-1.985397
-10.83,27.67,-20.13,-20.76,55.63,-23.37,1.181886,-3.94693,-2.378098
-8.06,25.01,-19.53,-21.28,53.62,-27.43,0.6551547,-3.632851,-2.856506
-8.06,25.01,-19.53,-21.28,53.62,-27.43,0.6551547,-3.632851,-2.856506
-8.06,25.01,-19.53,-21.28,53.62,-27.43,-0.1001892,-3.577927,-3.326469
-2.31,19.3,-19.23,-20.68,48.27,-34.5,-0.5074463,-3.648193,-3.699753
-2.31,19.3,-19.23,-20.68,48.27,-34.5,-0.5074463,-3.648193,-3.699753
0.54,14.07,-16.13,-19.64,35.89,-30.07,-0.335907,-3.68119,-3.85672
4.05,10.34,-15.51,-18.66,31.8,-34.73,0.09535946,-3.722908,-3.788734
4.05,10.34,-15.51,-18.66,31.8,-34.73,0.4378872,-4.013695,-3.308868
4.05,10.34,-15.51,-18.66,31.8,-34.73,0.4378872,-4.013695,-3.308868
4.05,10.34,-15.51,-18.66,31.8,-34.73,0.3618303,-4.11274,-3.079445
5.32,8.82,-14.81,-18.37,14.65,-19.42,-0.05438232,-4.281784,-2.589867
5.32,8.82,-14.81,-18.37,14.65,-19.42,-0.05438232,-4.281784,-2.589867
6.11,8.04,-13.61,-19.1,10.55,-14.25,-0.9439087,-4.40226,-2.031822
6.55,8.21,-13.18,-21.45,10.07,-10.15,-1.295135,-4.54319,-1.81855
6.55,8.21,-13.18,-21.45,10.07,-10.15,-1.218536,-4.609314,-1.696709
6.55,8.21,-13.18,-21.45,10.07,-10.15,-1.218536,-4.609314,-1.696709
6.07,9.86,-12.75,-22.68,16.5,-8.72,-0.7349548,-4.618088,-1.560432
6.07,9.86,-12.75,-22.68,16.5,-8.72,0.00440866,-4.57782,-1.342804
6.07,9.86,-12.75,-22.68,16.5,-8.72,0.00440866,-4.57782,-1.342804
5.07,14.82,-10.1,-23.1,21.05,-9.18,0.7577009,-4.547729,-1.05249
1.36,21.12,-7.04,-22.71,24.75,-8,1.32676,-4.531471,-0.7397995
-1.56,27.01,-3.18,-19.99,29.66,-14.54,1.653893,-4.543549,-0.4592819
-1.56,27.01,-3.18,-19.99,29.66,-14.54,1.653893,-4.543549,-0.4592819
-1.56,27.01,-3.18,-19.99,29.66,-14.54,1.774921,-4.553429,-0.2403336
-1.56,27.01,-3.18,-19.99,29.66,-14.54,1.808686,-4.591583,0.02410126
-4.92,36.93,4.24,-17.35,29.72,-16.62,1.825534,-4.642647,0.1117096
-4.92,36.93,4.24,-17.35,29.72,-16.62,1.825534,-4.642647,0.1117096
-11.45,46.6,5.57,-14.56,28.8,-17.79,1.950607,-4.847885,0.3469543
-11.45,46.6,5.57,-14.56,28.8,-17.79,2.10125,-4.925606,0.460701
-11.45,46.6,5.57,-14.56,28.8,-17.79,2.10125,-4.925606,0.460701
-14.34,52.51,4.22,-9.45,25.25,-18.95,2.242626,-4.875671,0.5112991
-16.69,58.49,-3.37,-7.31,23.5,-18.93,2.29335,-4.575783,0.5051117
-16.69,58.49,-3.37,-7.31,23.5,-18.93,2.242025,-4.236343,0.4746094
-16.69,58.49,-3.37,-7.31,23.5,-18.93,2.242025,-4.236343,0.4746094
-20.46,62.51,-8.74,-3.05,19.46,-18.34,2.122663,-3.941917,0.4226837
-20.46,62.51,-8.74,-3.05,19.46,-18.34,2.029942,-3.647667,0.3867188
-20.46,62.51,-8.74,-3.05,19.46,-18.34,2.029942,-3.647667,0.3867188
-22.2,61.46,-11.9,-0.85,17.26,-17.99,2.04705,-3.404579,0.4123077
-25,61.21,-22.33,1.39,14.91,-17.56,2.157243,-3.260635,0.4824905
-25.86,58.51,-26.04,5.8,10.27,-16.85,2.357839,-3.131767,0.5551453
-25.86,58.51,-26.04,5.8,10.27,-16.85,2.357839,-3.131767,0.5551453
-25.86,58.51,-26.04,5.8,10.27,-16.85,3.145075,-2.877075,0.7959518
-25.86,58.51,-26.04,5.8,10.27,-16.85,3.770087,-2.724312,0.947197
-25.86,58.51,-26.04,5.8,10.27,-16.85,3.770087,-2.724312,0.947197
-26.27,49.37,-23.63,7.79,7.55,-15.89,4.113704,-2.449203,1.004807
-25.64,42.77,-30.03,9.56,5.37,-15.26,3.967005,-2.354942,0.8575363
-24.81,35.4,-28.36,11.38,3.22,-14.39,3.561243,-2.380402,0.5847321
-24.81,35.4,-28.36,11.38,3.22,-14.39,3.561243,-2.380402,0.5847321
-24.81,35.4,-28.36,11.38,3.22,-14.39,3.351027,-2.59095,0.3098602
-24.81,35.4,-28.36,11.38,3.22,-14.39,3.60254,-2.8806,0.03526306
-24.16,21.87,-21.29,11.52,3.42,-14.34,4.170951,-3.204048,-0.2250366
-24.16,21.87,-21.29,11.52,3.42,-14.34,4.170951,-3.204048,-0.2250366
-24.58,17.6,-16.94,11.34,4.4,-13.98,4.714369,-3.373199,-0.3535538
-25.79,16.19,-13.19,10.33,8.39,-15.83,4.900754,-3.305458,-0.317894
-25.79,16.19,-13.19,10.33,8.39,-15.83,4.900754,-3.305458,-0.317894
-25.79,16.19,-13.19,10.33,8.39,-15.83,4.608938,-3.113083,-0.1669159
-27.34,18.44,-7.69,9.3,11.6,-16.1,3.95471,-2.962471,-0.06542969
-27.34,18.44,-7.69,9.3,11.6,-16.1,2.788324,-2.953003,-0.1878357
-27.34,18.44,-7.69,9.3,11.6,-16.1,2.788324,-2.953003,-0.1878357
-29.51,23.38,-7.16,7.7,15.76,-10.88,2.197123,-3.052841,-0.3991089
-29.28,30.98,-12.53,1.92,27.79,-11.05,1.862469,-3.186172,-0.6563873
-29.28,30.98,-12.53,1.92,27.79,-11.05,1.862469,-3.186172,-0.6563873
-29.28,30.98,-12.53,1.92,27.79,-11.05,1.751321,-3.366608,-0.8787918
-26.55,32.17,-13.89,-1.81,35.1,-7.94,1.750902,-3.558609,-1.000259
-26.55,32.17,-13.89,-1.81,35.1,-7.94,1.744694,-3.722099,-1.013519
-26.55,32.17,-13.89,-1.81,35.1,-7.94,1.744694,-3.722099,-1.013519
-24.1,33.31,-16.98,-8.42,45.21,-0.28,1.665803,-3.900627,-0.9757843
-21.64,35.15,-20.84,-11.25,53.77,-3.82,1.501543,-4.068253,-0.9219284
-21.64,35.15,-20.84,-11.25,53.77,-3.82,1.305376,-4.177887,-0.8616638
-21.64,35.15,-20.84,-11.25,53.77,-3.82,1.305376,-4.177887,-0.8616638
-16.7,31.26,-20.97,-13.31,57.18,-5.78,1.162586,-4.146439,-0.8274689
-14.55,29.74,-21.07,-17,60.93,-13.16,1.10645,-3.983406,-0.9165802
-14.55,29.74,-21.07,-17,60.93,-13.16,1.10645,-3.983406,-0.9165802
-14.55,29.74,-21.07,-17,60.93,-13.16,1.135803,-3.811653,-1.136017
-12.56,28.58,-21.38,-18.77,59.14,-15.32,1.259385,-3.720131,-1.400497
-12.56,28.58,-21.38,-18.77,59.14,-15.32,1.428499,-3.643669,-1.66169
-12.56,28.58,-21.38,-18.77,59.14,-15.32,1.428499,-3.643669,-1.66169
-8.45,24.62,-20.57,-20.23,57.09,-17.95,1.565503,-3.657875,-2.056091
-6.35,22.52,-20.13,-22.01,49.32,-21.44,1.51118,-3.691223,-2.392517
-6.35,22.52,-20.13,-22.01,49.32,-21.44,1.51118,-3.691223,-2.392517
-4.22,20.18,-19.13,-22.12,43.52,-22.42,1.387891,-3.581734,-2.655792
-4.22,20.18,-19.13,-22.12,43.52,-22.42,0.3990021,-3.094276,-3.599236
-4.22,20.18,-19.13,-22.12,43.52,-22.42,-0.2414551,-3.128677,-4.058479
-4.22,20.18,-19.13,-22.12,43.52,-22.42,-0.2414551,-3.128677,-4.058479
0.16,15.53,-18.51,-20.88,35.66,-22.41,-0.3184204,-3.061798,-4.340256
2.15,12.73,-17.35,-19.92,20.67,-18.86,0.1035557,-2.9869,-4.343521
2.15,12.73,-17.35,-19.92,20.67,-18.86,0.1035557,-2.9869,-4.343521
2.15,12.73,-17.35,-19.92,20.67,-18.86,0.6380496,-3.005173,-4.049751
3.94,10.44,-16.13,-19.31,14.01,-16.03,0.9234011,-3.13739,-3.563904
3.94,10.44,-16.13,-19.31,14.01,-16.03,0.798131,-3.312843,-2.942635
3.94,10.44,-16.13,-19.31,14.01,-16.03,0.798131,-3.312843,-2.942635
6.08,7.93,-15.38,-19.72,10.01,-13.06,0.2964416,-3.494644,-2.300087
6.33,7.7,-14.86,-22.13,10.58,-8.96,-0.3487854,-3.687241,-1.756279
6.21,9.48,-15.65,-23.61,14.28,-8.02,-0.8311462,-3.854462,-1.334526
6.21,9.48,-15.65,-23.61,14.28,-8.02,-0.8311462,-3.854462,-1.334526
4.91,12.48,-13.72,-25.21,19.34,-7.8,-0.7524109,-3.933533,-0.8866577
4.91,12.48,-13.72,-25.21,19.34,-7.8,-0.1981201,-3.953888,-0.5833435
4.91,12.48,-13.72,-25.21,19.34,-7.8,-0.1981201,-3.953888,-0.5833435
4.91,12.48,-13.72,-25.21,19.34,-7.8,0.4980401,-3.964218,-0.1679611
3.74,15.95,-12.36,-24.96,23.39,-5.72,1.116938,-3.948654,0.3258362
2.05,23.18,-12.56,-23.82,30.56,-11.67,1.51706,-3.904259,0.8733444
2.05,23.18,-12.56,-23.82,30.56,-11.67,1.51706,-3.904259,0.8733444
2.05,23.18,-12.56,-23.82,30.56,-11.67,1.649079,-3.882324,1.389526
-0.43,28.77,-1.8,-21.99,32.41,-14.37,1.60696,-3.833389,1.865402
-0.43,28.77,-1.8,-21.99,32.41,-14.37,1.60696,-3.833389,1.865402
-7.04,38.59,2.27,-19.26,32.36,-16.29,1.58303,-3.79895,2.387329
-7.04,38.59,2.27,-19.26,32.36,-16.29,1.616445,-3.812233,2.524467
-10.32,44.83,4.83,-14.09,30.13,-19.04,1.749591,-3.877785,2.749687
-10.32,44.83,4.83,-14.09,30.13,-19.04,1.749591,-3.877785,2.749687
-10.32,44.83,4.83,-14.09,30.13,-19.04,2.039357,-4.040886,2.961281
-13.4,53.04,2.56,-11.6,28.3,-19.42,2.211978,-4.162476,3.011978
-13.4,53.04,2.56,-11.6,28.3,-19.42,2.211978,-4.162476,3.011978
-13.4,53.04,2.56,-11.6,28.3,-19.42,2.305462,-4.125404,3.012642
-13.4,53.04,2.56,-11.6,28.3,-19.42,2.337759,-3.952568,3.016998
-20.11,61.56,-5.18,-5.2,22.98,-19.39,2.306518,-3.810715,3.050995
-20.11,61.56,-5.18,-5.2,22.98,-19.39,2.306518,-3.810715,3.050995
-20.11,61.56,-5.18,-5.2,22.98,-19.39,2.235774,-3.680237,3.088074
-22.12,61.52,-14.23,-3.09,20.96,-19.13,2.206578,-3.581573,3.171944
-22.12,61.52,-14.23,-3.09,20.96,-19.13,2.206578,-3.581573,3.171944
-25.56,62.34,-18.05,-3.09,20.92,-18.46,2.256119,-3.522972,3.275337
-25.56,62.34,-18.05,-3.09,20.92,-18.46,2.34389,-3.47728,3.31176
-26.75,56.06,-24.92,1.19,16.48,-18.03,2.790021,-3.32531,3.300926
-26.75,56.06,-24.92,1.19,16.48,-18.03,2.790021,-3.32531,3.300926
-26.75,56.06,-24.92,1.19,16.48,-18.03,3.097456,-3.270508,3.350708
-27.65,52.03,-27.11,3.41,13.99,-17.17,3.845145,-3.016525,3.559471
-27.3,45.9,-27.86,5.66,10.87,-15.97,4.39567,-2.748901,3.786308
-27.3,45.9,-27.86,5.66,10.87,-15.97,4.39567,-2.748901,3.786308
-27.3,45.9,-27.86,5.66,10.87,-15.97,4.450989,-2.527206,3.824486
-26.45,31.59,-20,9.57,6.61,-15.23,4.358952,-2.579369,3.652435
-26.45,31.59,-20,9.57,6.61,-15.23,4.358952,-2.579369,3.652435
-24.76,23.31,-20.98,10.65,5.46,-14.69,4.526763,-2.887604,3.431816
-24.76,23.31,-20.98,10.65,5.46,-14.69,4.953163,-3.263687,3.191795
-24.8,17.94,-16.77,11.21,6.15,-14.63,5.413155,-3.489792,3.048882
-24.8,17.94,-16.77,11.21,6.15,-14.63,5.413155,-3.489792,3.048882
-24.8,17.94,-16.77,11.21,6.15,-14.63,5.64274,-3.492111,3.115051
-25.63,14.17,-9.77,10.67,8.15,-14.97,5.499784,-3.349457,3.352516
-25.63,14.17,-9.77,10.67,8.15,-14.97,5.499784,-3.349457,3.352516
-28.53,17.6,-7.17,9.74,11.07,-12.44,5.01817,-3.101616,3.588905
-28.53,17.6,-7.17,9.74,11.07,-12.44,4.319129,-2.901184,3.687851
-29.6,20.7,-5.8,6.3,19.73,-13.26,3.595973,-2.831779,3.637772
-29.6,20.7,-5.8,6.3,19.73,-13.26,3.595973,-2.831779,3.637772
-29.6,20.7,-5.8,6.3,19.73,-13.26,2.849467,-2.835533,3.329102
-29.99,28.14,-7.64,3.24,26.08,-10.7,2.644922,-2.891312,3.062447
-29.99,28.14,-7.64,3.24,26.08,-10.7,2.644922,-2.891312,3.062447
-28.26,30.17,-10.06,-4.01,37,-1.38,2.592499,-2.966446,2.854416
-26.36,35.21,-16.38,-7.4,47.57,-3.48,2.569458,-3.063911,2.759132
-26.36,35.21,-16.38,-7.4,47.57,-3.48,2.489371,-3.144669,2.775101
-26.36,35.21,-16.38,-7.4,47.57,-3.48,2.489371,-3.144669,2.775101
-26.36,35.21,-16.38,-7.4,47.57,-3.48,2.334282,-3.241974,2.873657
-21.72,32.69,-17.69,-10.48,53.59,-3.97,2.154245,-3.237793,3.013725
-19.34,31.87,-18.82,-14.8,59.75,-8.66,2.021498,-3.045982,3.129051
-19.34,31.87,-18.82,-14.8,59.75,-8.66,2.021498,-3.045982,3.129051
-17.14,31.34,-19.55,-16.7,61.51,-12.61,1.968267,-2.656143,3.09536
-17.14,31.34,-19.55,-16.7,61.51,-12.61,1.9866,-2.167595,2.816772
-17.14,31.34,-19.55,-16.7,61.51,-12.61,1.9866,-2.167595,2.816772
-13.19,27.97,-19.67,-18.52,61.36,-21.68,2.06589,-1.792,2.361931
-11.18,26.34,-19.6,-21.26,56.82,-20.61,2.205296,-1.584908,1.90715
-11.18,26.34,-19.6,-21.26,56.82,-20.61,2.366592,-1.532364,1.552795
-11.18,26.34,-19.6,-21.26,56.82,-20.61,2.366592,-1.532364,1.552795
-9.15,24.42,-18.87,-22.03,52.63,-22.22,2.667397,-1.622292,1.318901
-5.33,20.52,-18.45,-22.24,47.03,-29.72,2.754828,-1.591995,1.282997
-5.33,20.52,-18.45,-22.24,47.03,-29.72,2.754828,-1.591995,1.282997
-5.33,20.52,-18.45,-22.24,47.03,-29.72,2.438959,-1.117096,0.9925919
-5.33,20.52,-18.45,-22.24,47.03,-29.72,1.48935,-0.8080139,0.5527191
-3.51,18.62,-18.07,-21.24,32.32,-22.03,0.5280848,-0.7264099,0.09095764
-3.51,18.62,-18.07,-21.24,32.32,-22.03,0.5280848,-0.7264099,0.09095764
-1.8,16.76,-17.39,-20.45,24.37,-19.85,0.2069726,-0.782692,-0.3449783
-1.8,16.76,-17.39,-20.45,24.37,-19.85,0.4970036,-0.8751373,-0.7016678
-1.8,16.76,-17.39,-20.45,24.37,-19.85,0.4970036,-0.8751373,-0.7016678
1.23,13.59,-17,-20.03,17.5,-19.38,0.9587153,-1.068016,-0.9290085
2.59,11.99,-16.5,-21.94,11.55,-12.03,1.200772,-1.422539,-0.9633636
2.59,11.99,-16.5,-21.94,11.55,-12.03,1.070464,-1.720581,-0.8592148
2.59,11.99,-16.5,-21.94,11.55,-12.03,1.070464,-1.720581,-0.8592148
3.58,10.9,-15.84,-23.75,13.24,-10.87,0.6027718,-1.995308,-0.7374573
3.58,10.9,-15.84,-23.75,13.24,-10.87,-0.02740479,-2.304375,-0.6877213
4.23,10.64,-15.67,-27.32,18.3,-7.22,-0.5532532,-2.630356,-0.7028046
4.23,10.64,-15.67,-27.32,18.3,-7.22,-0.5532532,-2.630356,-0.7028046
3.93,13.42,-17.1,-27.94,25.33,-10.29,-0.6215515,-2.987183,-0.7965775
1.89,17.66,-14.6,-27.82,29.22,-11.27,-0.1608276,-3.18718,-0.7401505
1.89,17.66,-14.6,-27.82,29.22,-11.27,-0.1608276,-3.18718,-0.7401505
1.89,17.66,-14.6,-27.82,29.22,-11.27,-0.1608276,-3.18718,-0.7401505
1.89,17.66,-14.6,-27.82,29.22,-11.27,-0.1608276,-3.18718,-0.7401505
0.24,21.9,-12.46,-25.54,34.35,-14.48,1.377004,-3.531677,0.190979
0.24,21.9,-12.46,-25.54,34.35,-14.48,1.377004,-3.531677,0.190979
-2.08,30.3,-12.24,-23.33,35.38,-16.86,1.921634,-3.740364,0.94944
-8.37,39.85,-1.14,-20.73,35.11,-18.53,2.093565,-3.845436,1.333778
-8.37,39.85,-1.14,-20.73,35.11,-18.53,2.093565,-3.845436,1.333778
-8.37,39.85,-1.14,-20.73,35.11,-18.53,2.185668,-3.962616,1.597679
-8.37,39.85,-1.14,-20.73,35.11,-18.53,2.242296,-4.094894,1.746162
-11.68,46.32,1.77,-17.96,34.77,-19.93,2.285203,-4.277168,1.814568
-11.68,46.32,1.77,-17.96,34.77,-19.93,2.285203,-4.277168,1.814568
-14.76,54.89,-0.34,-12.9,30.15,-19.9,2.352267,-4.405045,1.832664
-19.41,61.17,-2.81,-10.77,28.29,-19.75,2.447935,-4.36821,1.821236
-19.41,61.17,-2.81,-10.77,28.29,-19.75,2.525135,-4.136559,1.819618
-19.41,61.17,-2.81,-10.77,28.29,-19.75,2.525135,-4.136559,1.819618
-21.21,63.48,-6.94,-8.92,26.4,-18.98,2.505134,-3.652588,1.993858
-21.21,63.48,-6.94,-8.92,26.4,-18.98,2.427386,-3.314072,2.258064
-21.21,63.48,-6.94,-8.92,26.4,-18.98,2.427386,-3.314072,2.258064
-22.88,63.03,-9.88,-5.28,22.57,-18.45,2.328098,-2.99337,2.55439
-25.71,63.15,-19.29,-3.38,20.43,-17.87,2.257015,-2.720818,2.798355
-25.71,63.15,-19.29,-3.38,20.43,-17.87,2.191383,-2.564781,2.89962
-25.71,63.15,-19.29,-3.38,20.43,-17.87,2.191383,-2.564781,2.89962
-26.62,60.57,-22.65,0.52,16.22,-17.06,2.145738,-2.427605,2.84816
-26.62,60.57,-22.65,0.52,16.22,-17.06,2.291993,-2.214806,2.70607
-26.62,60.57,-22.65,0.52,16.22,-17.06,2.291993,-2.214806,2.70607
-27.01,51.65,-20.39,2.49,13.73,-16.34,2.86294,-1.919312,2.641838
-26.2,44.89,-27.49,4.38,11.66,-16.03,3.712075,-1.650162,2.667984
-26.2,44.89,-27.49,4.38,11.66,-16.03,4.380565,-1.462196,2.782616
-26.2,44.89,-27.49,4.38,11.66,-16.03,4.380565,-1.462196,2.782616
-25.23,37.28,-26.1,7.64,8.22,-15.53,4.587883,-1.276154,2.898621
-24.49,23.45,-17.12,8.94,6.54,-14.9,4.308416,-1.298149,3.111282
-24.49,23.45,-17.12,8.94,6.54,-14.9,4.308416,-1.298149,3.111282
-24.49,23.45,-17.12,8.94,6.54,-14.9,4.229169,-1.550682,3.298653
-24.74,18.62,-15.16,9.76,5.64,-14.52,4.467846,-1.818153,3.444748
-24.74,18.62,-15.16,9.76,5.64,-14.52,4.880975,-2.076431,3.550705
-24.74,18.62,-15.16,9.76,5.64,-14.52,4.880975,-2.076431,3.550705
-26.08,16.87,-11.17,9.88,5.76,-13.8,5.190659,-2.258682,3.70047
-27.85,19.06,-6.3,9.21,8.64,-15.05,5.176708,-2.324821,3.91214
-27.85,19.06,-6.3,9.21,8.64,-15.05,5.176708,-2.324821,3.91214
-30.82,24.22,-5.26,6.29,13.56,-15.43,4.795191,-2.344376,4.128021
-30.82,24.22,-5.26,6.29,13.56,-15.43,4.159976,-2.320358,4.207077
-31.04,27.88,-6.11,4.04,21.21,-13.47,3.419191,-2.275208,4.071419
-31.04,27.88,-6.11,4.04,21.21,-13.47,3.419191,-2.275208,4.071419
-31.04,27.88,-6.11,4.04,21.21,-13.47,2.744352,-2.320236,3.760582
-30.31,34.28,-10.1,0.79,27.78,-10.87,2.269912,-2.465233,3.343025
-26.3,33.48,-12.73,-2.8,34.94,-1.85,1.917185,-2.766022,2.667618
-26.3,33.48,-12.73,-2.8,34.94,-1.85,1.917185,-2.766022,2.667618
-26.3,33.48,-12.73,-2.8,34.94,-1.85,1.794895,-2.99147,2.299049
-23.63,33.45,-14.96,-9.45,48.46,-4.13,1.683599,-3.213158,2.024323
-23.63,33.45,-14.96,-9.45,48.46,-4.13,1.683599,-3.213158,2.024323
-23.63,33.45,-14.96,-9.45,48.46,-4.13,1.558163,-3.439583,1.821571
-18.23,30.7,-16.83,-12.3,53.82,-4.68,1.411204,-3.656204,1.677414
-15.86,28.82,-16.94,-16.08,58.84,-9.46,1.286479,-3.720192,1.618141
-15.86,28.82,-16.94,-16.08,58.84,-9.46,1.286479,-3.720192,1.618141
-15.86,28.82,-16.94,-16.08,58.84,-9.46,1.225273,-3.647797,1.565262
-13.71,27.23,-17.16,-17.91,59.1,-12.13,1.208699,-3.466667,1.400139
-13.71,27.23,-17.16,-17.91,59.1,-12.13,1.208699,-3.466667,1.400139
-13.71,27.23,-17.16,-17.91,59.1,-12.13,1.222955,-3.313683,1.147324
-9.7,23.26,-16.63,-19.67,58.12,-14.82,1.298884,-3.224022,0.8756485
-7.69,21.17,-16.29,-22.21,52.72,-19.1,1.393348,-3.12574,0.6118851
-7.69,21.17,-16.29,-22.21,52.72,-19.1,1.393348,-3.12574,0.6118851
-3.85,16.91,-15.42,-22.9,48.25,-20.63,1.450714,-3.111954,0.3456497
-3.85,16.91,-15.42,-22.9,48.25,-20.63,1.451869,-3.15728,0.08760834
-3.85,16.91,-15.42,-22.9,48.25,-20.63,1.306395,-3.076736,-0.2577591
-3.85,16.91,-15.42,-22.9,48.25,-20.63,1.306395,-3.076736,-0.2577591
-2.02,14.63,-14.72,-22.7,42.17,-28.02,0.4735198,-2.638107,-1.009888
1.28,11.14,-14,-21.98,27.93,-20.04,-0.122406,-2.721542,-1.47406
1.28,11.14,-14,-21.98,27.93,-20.04,-0.122406,-2.721542,-1.47406
2.73,9.44,-13.48,-21.39,14.89,-14.96,-0.2804565,-2.801575,-1.861916
2.73,9.44,-13.48,-21.39,14.89,-14.96,0.06074406,-2.955498,-2.041
3.91,7.94,-12.91,-21.84,11.28,-12.07,0.6028185,-3.13121,-1.963509
3.91,7.94,-12.91,-21.84,11.28,-12.07,0.6028185,-3.13121,-1.963509
4.81,7.35,-12.44,-22.7,10.53,-9.69,0.9285452,-3.341942,-1.675362
4.81,7.35,-12.44,-22.7,10.53,-9.69,0.8129263,-3.535172,-1.225449
4.81,7.35,-12.44,-22.7,10.53,-9.69,0.8129263,-3.535172,-1.225449
4.81,7.35,-12.44,-22.7,10.53,-9.69,0.3251801,-3.690125,-0.6880417
4.72,8.18,-12.35,-23.82,13.72,-6.61,-0.2723999,-3.752197,-0.1948242
4.18,11.99,-14.19,-25.54,18.52,-5.93,-0.7181396,-3.827576,0.19133
4.18,11.99,-14.19,-25.54,18.52,-5.93,-0.7181396,-3.827576,0.19133
1.89,16.72,-10.36,-25.58,22.45,-6.11,-0.7912903,-3.913795,0.4697952
1.89,16.72,-10.36,-25.58,22.45,-6.11,-0.4328613,-3.961411,0.7065735
1.89,16.72,-10.36,-25.58,22.45,-6.11,-0.4328613,-3.961411,0.7065735
1.89,16.72,-10.36,-25.58,22.45,-6.11,0.6075963,-3.864227,1.186981
0.06,21.3,-7.59,-25.12,29.75,-8.94,1.30963,-3.802071,1.654289
-2.56,30.18,-7.04,-22.39,30.69,-11.74,1.784396,-3.754753,2.174339
-2.56,30.18,-7.04,-22.39,30.69,-11.74,1.784396,-3.754753,2.174339
-5.69,36.54,4.03,-19.87,31.03,-14.08,1.998075,-3.739494,2.667374
-5.69,36.54,4.03,-19.87,31.03,-14.08,2.016227,-3.777824,3.086136
-5.69,36.54,4.03,-19.87,31.03,-14.08,2.016227,-3.777824,3.086136
-5.69,36.54,4.03,-19.87,31.03,-14.08,1.947812,-3.86454,3.437912
-12.24,46.14,5.85,-17.19,30.4,-15.84,1.900451,-4.060745,3.718651
-15.31,54.48,2.6,-12.04,27.4,-17.79,1.916581,-4.304932,3.918579
-15.31,54.48,2.6,-12.04,27.4,-17.79,1.916581,-4.304932,3.918579
-17.88,58.34,-2.1,-9.84,25.79,-18.06,2.015841,-4.508087,4.043015
-17.88,58.34,-2.1,-9.84,25.79,-18.06,2.183627,-4.681458,4.10302
-22.05,62.74,-7.34,-7.75,24.1,-17.73,2.357386,-4.684166,4.094467
-22.05,62.74,-7.34,-7.75,24.1,-17.73,2.357386,-4.684166,4.094467
-22.05,62.74,-7.34,-7.75,24.1,-17.73,2.485014,-4.274559,4.11145
-23.89,61.75,-10.37,-3.53,20.19,-17.66,2.459697,-4.005783,4.145683
-23.89,61.75,-10.37,-3.53,20.19,-17.66,2.459697,-4.005783,4.145683
-26.86,61.69,-20.57,-1.46,18.13,-17.3,2.415603,-3.721809,4.127464
-26.86,61.69,-20.57,-1.46,18.13,-17.3,2.392647,-3.49189,4.023018
-27.77,58.85,-24.05,2.69,13.95,-16.62,2.383723,-3.300545,3.8461
-27.77,58.85,-24.05,2.69,13.95,-16.62,2.383723,-3.300545,3.8461
-28.18,54.71,-26.74,4.67,11.91,-16.23,2.491322,-3.007523,3.664795
-28.18,54.71,-26.74,4.67,11.91,-16.23,2.978884,-2.588005,3.595993
-28.18,54.71,-26.74,4.67,11.91,-16.23,2.978884,-2.588005,3.595993
-28.04,42.89,-21.85,6.59,9.76,-15.69,3.742646,-2.336617,3.669952
-26.09,34.07,-26.11,8.31,7.88,-15.22,4.395126,-2.097244,3.78833
-26.09,34.07,-26.11,8.31,7.88,-15.22,4.614758,-1.917831,3.768105
-26.09,34.07,-26.11,8.31,7.88,-15.22,4.614758,-1.917831,3.768105
-25.16,26.37,-23.3,10.32,5.95,-14.47,4.440954,-1.779114,3.337662
-24.8,15.72,-15.47,10.54,6.29,-14.43,4.433329,-1.879372,3.145088
-24.8,15.72,-15.47,10.54,6.29,-14.43,4.433329,-1.879372,3.145088
-24.8,15.72,-15.47,10.54,6.29,-14.43,4.814248,-2.359581,2.462921
-26.51,15.29,-12.25,10.19,7.71,-13.35,5.171134,-2.591476,2.048378
-28.05,16.82,-9.23,7.86,14.13,-15.25,5.31139,-2.652412,1.818085
-28.05,16.82,-9.23,7.86,14.13,-15.25,5.31139,-2.652412,1.818085
-28.05,16.82,-9.23,7.86,14.13,-15.25,5.112748,-2.619766,1.723068
-29.37,22.51,-6.57,5.77,19.03,-14.46,4.621085,-2.50235,1.622826
-29.37,22.51,-6.57,5.77,19.03,-14.46,3.921679,-2.436966,1.422173
-29.37,22.51,-6.57,5.77,19.03,-14.46,3.921679,-2.436966,1.422173
-29.37,22.51,-6.57,5.77,19.03,-14.46,3.191229,-2.53302,1.103889
